Employee #,Last Name,First Name,Date,Log In,Log Out,Payslip Groupings,Duration
10016,Mata,Christian,6/4/24,0.427083333,0.758333333,Jun 1-15 Cut Off,0.239583334
10017,De Leon,Selena,6/4/24,0.377777778,0.730555556,Jun 1-15 Cut Off,0.288888889
10018,San Jose,Allison,6/4/24,0.444444444,0.875694444,Jun 1-15 Cut Off,0.222222223
10019,Rosario,Cydney,6/4/24,0.336805556,0.756944444,Jun 1-15 Cut Off,0.333333333
10020,Bautista,Mark,6/4/24,0.378472222,0.76875,Jun 1-15 Cut Off,0.288194445
10021,Lazaro,Darlene,6/4/24,0.374305556,0.826388889,Jun 1-15 Cut Off,0.292361111
10022,Delos Santos,Kolby,6/4/24,0.456944444,0.785416667,Jun 1-15 Cut Off,0.209722223
10023,Santos,Vella,6/4/24,0.420833333,0.855555556,Jun 1-15 Cut Off,0.245833334
10024,Del Rosario,Tomas,6/4/24,0.357638889,0.759722222,Jun 1-15 Cut Off,0.309027778
10025,Tolentino,Jacklyn,6/4/24,0.334027778,0.652083333,Jun 1-15 Cut Off,0.277083333
10026,Gutierrez,Percival,6/4/24,0.350694444,0.695138889,Jun 1-15 Cut Off,0.302777778
10027,Manalaysay,Garfield,6/4/24,0.449305556,0.860416667,Jun 1-15 Cut Off,0.217361111
10028,Villegas,Lizeth,6/4/24,0.420138889,0.814583333,Jun 1-15 Cut Off,0.246527778
10029,Ramos,Carol,6/4/24,0.443055556,0.872222222,Jun 1-15 Cut Off,0.223611111
10030,Maceda,Emelia,6/4/24,0.347222222,0.6875,Jun 1-15 Cut Off,0.298611111
10031,Aguilar,Delia,6/4/24,0.425694444,0.744444444,Jun 1-15 Cut Off,0.240972223
10032,Castro,John Rafael,6/4/24,0.366666667,0.691666667,Jun 1-15 Cut Off,0.283333333
10033,Martinez,Carlos Ian,6/4/24,0.423611111,0.7875,Jun 1-15 Cut Off,0.243055556
10034,Santos,Beatriz,6/4/24,0.399305556,0.802083333,Jun 1-15 Cut Off,0.267361111
10001,Garcia,Manuel III,6/5/24,0.45625,0.897222222,Jun 1-15 Cut Off,0.210416667
10002,Lim,Antonio,6/5/24,0.391666667,0.804861111,Jun 1-15 Cut Off,0.275
10003,Aquino,Bianca Sofia,6/5/24,0.3875,0.781944444,Jun 1-15 Cut Off,0.279166667
10004,Reyes,Isabella,6/5/24,0.363888889,0.771527778,Jun 1-15 Cut Off,0.302777778
10005,Hernandez,Eduard,6/5/24,0.381944444,0.720138889,Jun 1-15 Cut Off,0.284722223
10006,Villanueva,Andrea Mae,6/5/24,0.352777778,0.702777778,Jun 1-15 Cut Off,0.308333333
10007,San Jose,Brad,6/5/24,0.392361111,0.739583333,Jun 1-15 Cut Off,0.274305556
10008,Romualdez,Alice,6/5/24,0.447222222,0.785416667,Jun 1-15 Cut Off,0.219444445
10009,Atienza,Rosie,6/5/24,0.448611111,0.745833333,Jun 1-15 Cut Off,0.218055556
10010,Alvaro,Roderick,6/5/24,0.408333333,0.804861111,Jun 1-15 Cut Off,0.258333334
10011,Salcedo,Anthony,6/5/24,0.451388889,0.852777778,Jun 1-15 Cut Off,0.215277778
10012,Lopez,Josie,6/5/24,0.369444444,0.819444444,Jun 1-15 Cut Off,0.297222223
10013,Farala,Martha,6/5/24,0.367361111,0.675,Jun 1-15 Cut Off,0.265972222
10014,Martinez,Leila,6/5/24,0.368055556,0.756944444,Jun 1-15 Cut Off,0.298611111
10015,Romualdez,Fredrick,6/5/24,0.3375,0.7125,Jun 1-15 Cut Off,0.333333333
10016,Mata,Christian,6/5/24,0.395138889,0.809027778,Jun 1-15 Cut Off,0.271527778
10017,De Leon,Selena,6/5/24,0.338888889,0.7125,Jun 1-15 Cut Off,0.333333333
10018,San Jose,Allison,6/5/24,0.38125,0.805555556,Jun 1-15 Cut Off,0.285416667
10019,Rosario,Cydney,6/5/24,0.384722222,0.819444444,Jun 1-15 Cut Off,0.281944445
10020,Bautista,Mark,6/5/24,0.445833333,0.875,Jun 1-15 Cut Off,0.220833334
10021,Lazaro,Darlene,6/5/24,0.429166667,0.753472222,Jun 1-15 Cut Off,0.2375
10022,Delos Santos,Kolby,6/5/24,0.454861111,0.893055556,Jun 1-15 Cut Off,0.211805556
10023,Santos,Vella,6/5/24,0.417361111,0.846527778,Jun 1-15 Cut Off,0.249305556
10024,Del Rosario,Tomas,6/5/24,0.388194444,0.791666667,Jun 1-15 Cut Off,0.278472223
10025,Tolentino,Jacklyn,6/5/24,0.451388889,0.780555556,Jun 1-15 Cut Off,0.215277778
10026,Gutierrez,Percival,6/5/24,0.424305556,0.803472222,Jun 1-15 Cut Off,0.242361111
10027,Manalaysay,Garfield,6/5/24,0.372916667,0.732638889,Jun 1-15 Cut Off,0.29375
10028,Villegas,Lizeth,6/5/24,0.426388889,0.792361111,Jun 1-15 Cut Off,0.240277778
10029,Ramos,Carol,6/5/24,0.334722222,0.629166667,Jun 1-15 Cut Off,0.254166667
10030,Maceda,Emelia,6/5/24,0.391666667,0.729166667,Jun 1-15 Cut Off,0.275
10031,Aguilar,Delia,6/5/24,0.391666667,0.75625,Jun 1-15 Cut Off,0.275
10032,Castro,John Rafael,6/5/24,0.439583333,0.799305556,Jun 1-15 Cut Off,0.227083334
10033,Martinez,Carlos Ian,6/5/24,0.415972222,0.773611111,Jun 1-15 Cut Off,0.250694445
10034,Santos,Beatriz,6/5/24,0.443055556,0.758333333,Jun 1-15 Cut Off,0.223611111
10001,Garcia,Manuel III,6/6/24,0.397222222,0.802083333,Jun 1-15 Cut Off,0.269444445
10002,Lim,Antonio,6/6/24,0.449305556,0.863194444,Jun 1-15 Cut Off,0.217361111
10003,Aquino,Bianca Sofia,6/6/24,0.423611111,0.750694444,Jun 1-15 Cut Off,0.243055556
10004,Reyes,Isabella,6/6/24,0.422916667,0.750694444,Jun 1-15 Cut Off,0.24375
10005,Hernandez,Eduard,6/6/24,0.449305556,0.811111111,Jun 1-15 Cut Off,0.217361111
10006,Villanueva,Andrea Mae,6/6/24,0.424305556,0.727083333,Jun 1-15 Cut Off,0.242361111
10007,San Jose,Brad,6/6/24,0.410416667,0.831944444,Jun 1-15 Cut Off,0.25625
10008,Romualdez,Alice,6/6/24,0.389583333,0.700694444,Jun 1-15 Cut Off,0.269444444
10009,Atienza,Rosie,6/6/24,0.365972222,0.738888889,Jun 1-15 Cut Off,0.300694445
10010,Alvaro,Roderick,6/6/24,0.452083333,0.817361111,Jun 1-15 Cut Off,0.214583334
10011,Salcedo,Anthony,6/6/24,0.438194444,0.836805556,Jun 1-15 Cut Off,0.228472223
10012,Lopez,Josie,6/6/24,0.371527778,0.663888889,Jun 1-15 Cut Off,0.250694444
10013,Farala,Martha,6/6/24,0.454861111,0.8875,Jun 1-15 Cut Off,0.211805556
10014,Martinez,Leila,6/6/24,0.380555556,0.729166667,Jun 1-15 Cut Off,0.286111111
10015,Romualdez,Fredrick,6/6/24,0.341666667,0.765277778,Jun 1-15 Cut Off,0.325
10016,Mata,Christian,6/6/24,0.382638889,0.788888889,Jun 1-15 Cut Off,0.284027778
10017,De Leon,Selena,6/6/24,0.423611111,0.814583333,Jun 1-15 Cut Off,0.243055556
10018,San Jose,Allison,6/6/24,0.350694444,0.660416667,Jun 1-15 Cut Off,0.268055556
10019,Rosario,Cydney,6/6/24,0.380555556,0.740277778,Jun 1-15 Cut Off,0.286111111
10020,Bautista,Mark,6/6/24,0.360416667,0.735416667,Jun 1-15 Cut Off,0.30625
10021,Lazaro,Darlene,6/6/24,0.335416667,0.697222222,Jun 1-15 Cut Off,0.322222222
10022,Delos Santos,Kolby,6/6/24,0.339583333,0.764583333,Jun 1-15 Cut Off,0.333333333
10023,Santos,Vella,6/6/24,0.454861111,0.828472222,Jun 1-15 Cut Off,0.211805556
10024,Del Rosario,Tomas,6/6/24,0.416666667,0.799305556,Jun 1-15 Cut Off,0.25
10025,Tolentino,Jacklyn,6/6/24,0.420138889,0.730555556,Jun 1-15 Cut Off,0.246527778
10026,Gutierrez,Percival,6/6/24,0.342361111,0.654166667,Jun 1-15 Cut Off,0.270138889
10027,Manalaysay,Garfield,6/6/24,0.375694444,0.772916667,Jun 1-15 Cut Off,0.290972223
10028,Villegas,Lizeth,6/6/24,0.334722222,0.740277778,Jun 1-15 Cut Off,0.333333333
10029,Ramos,Carol,6/6/24,0.372222222,0.723611111,Jun 1-15 Cut Off,0.294444445
10030,Maceda,Emelia,6/6/24,0.415972222,0.870833333,Jun 1-15 Cut Off,0.250694445
10031,Aguilar,Delia,6/6/24,0.390972222,0.683333333,Jun 1-15 Cut Off,0.250694444
10032,Castro,John Rafael,6/6/24,0.433333333,0.847916667,Jun 1-15 Cut Off,0.233333334
10033,Martinez,Carlos Ian,6/6/24,0.454861111,0.886111111,Jun 1-15 Cut Off,0.211805556
10034,Santos,Beatriz,6/6/24,0.409027778,0.797916667,Jun 1-15 Cut Off,0.257638889
10001,Garcia,Manuel III,6/7/24,0.406944444,0.802083333,Jun 1-15 Cut Off,0.259722223
10002,Lim,Antonio,6/7/24,0.403472222,0.834027778,Jun 1-15 Cut Off,0.263194445
10003,Aquino,Bianca Sofia,6/7/24,0.431944444,0.84375,Jun 1-15 Cut Off,0.234722223
10004,Reyes,Isabella,6/7/24,0.394444444,0.757638889,Jun 1-15 Cut Off,0.272222223
10005,Hernandez,Eduard,6/7/24,0.343055556,0.706944444,Jun 1-15 Cut Off,0.322222221
10006,Villanueva,Andrea Mae,6/7/24,0.345833333,0.765972222,Jun 1-15 Cut Off,0.320833334
10007,San Jose,Brad,6/7/24,0.341666667,0.633333333,Jun 1-15 Cut Off,0.249999999
10008,Romualdez,Alice,6/7/24,0.346527778,0.681944444,Jun 1-15 Cut Off,0.293749999
10009,Atienza,Rosie,6/7/24,0.422916667,0.873611111,Jun 1-15 Cut Off,0.24375
10010,Alvaro,Roderick,6/7/24,0.380555556,0.716666667,Jun 1-15 Cut Off,0.286111111
10011,Salcedo,Anthony,6/7/24,0.336805556,0.766666667,Jun 1-15 Cut Off,0.333333333
10012,Lopez,Josie,6/7/24,0.434722222,0.79375,Jun 1-15 Cut Off,0.231944445
10013,Farala,Martha,6/7/24,0.359027778,0.677083333,Jun 1-15 Cut Off,0.276388888
10014,Martinez,Leila,6/7/24,0.354166667,0.729861111,Jun 1-15 Cut Off,0.3125
10015,Romualdez,Fredrick,6/7/24,0.413888889,0.851388889,Jun 1-15 Cut Off,0.252777778
10016,Mata,Christian,6/7/24,0.403472222,0.702083333,Jun 1-15 Cut Off,0.256944444
10017,De Leon,Selena,6/7/24,0.409722222,0.765972222,Jun 1-15 Cut Off,0.256944445
10018,San Jose,Allison,6/7/24,0.388194444,0.734722222,Jun 1-15 Cut Off,0.278472223
10019,Rosario,Cydney,6/7/24,0.419444444,0.731944444,Jun 1-15 Cut Off,0.247222223
10020,Bautista,Mark,6/7/24,0.364583333,0.722916667,Jun 1-15 Cut Off,0.302083334
10021,Lazaro,Darlene,6/7/24,0.411111111,0.794444444,Jun 1-15 Cut Off,0.255555556
10022,Delos Santos,Kolby,6/7/24,0.376388889,0.686805556,Jun 1-15 Cut Off,0.26875
10023,Santos,Vella,6/7/24,0.425694444,0.750694444,Jun 1-15 Cut Off,0.240972223
10024,Del Rosario,Tomas,6/7/24,0.413888889,0.707638889,Jun 1-15 Cut Off,0.252083333
10025,Tolentino,Jacklyn,6/7/24,0.432638889,0.846527778,Jun 1-15 Cut Off,0.234027778
10026,Gutierrez,Percival,6/7/24,0.336111111,0.736805556,Jun 1-15 Cut Off,0.333333333
10027,Manalaysay,Garfield,6/7/24,0.4,0.723611111,Jun 1-15 Cut Off,0.266666667
10028,Villegas,Lizeth,6/7/24,0.353472222,0.808333333,Jun 1-15 Cut Off,0.313194445
10029,Ramos,Carol,6/7/24,0.413888889,0.857638889,Jun 1-15 Cut Off,0.252777778
10030,Maceda,Emelia,6/7/24,0.35625,0.798611111,Jun 1-15 Cut Off,0.310416667
10031,Aguilar,Delia,6/7/24,0.3875,0.767361111,Jun 1-15 Cut Off,0.279166667
10032,Castro,John Rafael,6/7/24,0.369444444,0.819444444,Jun 1-15 Cut Off,0.297222223
10033,Martinez,Carlos Ian,6/7/24,0.334722222,0.626388889,Jun 1-15 Cut Off,0.251388889
10034,Santos,Beatriz,6/7/24,0.443055556,0.889583333,Jun 1-15 Cut Off,0.223611111
10001,Garcia,Manuel III,6/10/24,0.381944444,0.775,Jun 1-15 Cut Off,0.284722223
10002,Lim,Antonio,6/10/24,0.334722222,0.777777778,Jun 1-15 Cut Off,0.333333333
10003,Aquino,Bianca Sofia,6/10/24,0.373611111,0.744444444,Jun 1-15 Cut Off,0.293055556
10004,Reyes,Isabella,6/10/24,0.423611111,0.790277778,Jun 1-15 Cut Off,0.243055556
10005,Hernandez,Eduard,6/10/24,0.336805556,0.752777778,Jun 1-15 Cut Off,0.333333333
10006,Villanueva,Andrea Mae,6/10/24,0.340277778,0.69375,Jun 1-15 Cut Off,0.311805555
10007,San Jose,Brad,6/10/24,0.41875,0.741666667,Jun 1-15 Cut Off,0.247916667
10008,Romualdez,Alice,6/10/24,0.420833333,0.804166667,Jun 1-15 Cut Off,0.245833334
10009,Atienza,Rosie,6/10/24,0.347916667,0.744444444,Jun 1-15 Cut Off,0.31875
10010,Alvaro,Roderick,6/10/24,0.454861111,0.823611111,Jun 1-15 Cut Off,0.211805556
10011,Salcedo,Anthony,6/10/24,0.356944444,0.772222222,Jun 1-15 Cut Off,0.309722223
10012,Lopez,Josie,6/10/24,0.373611111,0.708333333,Jun 1-15 Cut Off,0.293055555
10013,Farala,Martha,6/10/24,0.3375,0.663194444,Jun 1-15 Cut Off,0.288194444
10014,Martinez,Leila,6/10/24,0.404861111,0.827777778,Jun 1-15 Cut Off,0.261805556
10015,Romualdez,Fredrick,6/10/24,0.435416667,0.840972222,Jun 1-15 Cut Off,0.23125
10016,Mata,Christian,6/10/24,0.415277778,0.865277778,Jun 1-15 Cut Off,0.251388889
10017,De Leon,Selena,6/10/24,0.411111111,0.774305556,Jun 1-15 Cut Off,0.255555556
10018,San Jose,Allison,6/10/24,0.452083333,0.844444444,Jun 1-15 Cut Off,0.214583334
10019,Rosario,Cydney,6/10/24,0.381944444,0.715972222,Jun 1-15 Cut Off,0.284722223
10020,Bautista,Mark,6/10/24,0.423611111,0.765972222,Jun 1-15 Cut Off,0.243055556
10021,Lazaro,Darlene,6/10/24,0.377083333,0.697916667,Jun 1-15 Cut Off,0.279166667
10022,Delos Santos,Kolby,6/10/24,0.434722222,0.748611111,Jun 1-15 Cut Off,0.231944445
10023,Santos,Vella,6/10/24,0.392361111,0.690277778,Jun 1-15 Cut Off,0.25625
10024,Del Rosario,Tomas,6/10/24,0.422222222,0.798611111,Jun 1-15 Cut Off,0.244444445
10025,Tolentino,Jacklyn,6/10/24,0.345833333,0.761805556,Jun 1-15 Cut Off,0.320833334
10026,Gutierrez,Percival,6/10/24,0.3625,0.709027778,Jun 1-15 Cut Off,0.304166667
10027,Manalaysay,Garfield,6/10/24,0.3375,0.65,Jun 1-15 Cut Off,0.275
10028,Villegas,Lizeth,6/10/24,0.394444444,0.702777778,Jun 1-15 Cut Off,0.266666667
10029,Ramos,Carol,6/10/24,0.38125,0.711805556,Jun 1-15 Cut Off,0.285416667
10030,Maceda,Emelia,6/10/24,0.347916667,0.725,Jun 1-15 Cut Off,0.31875
10031,Aguilar,Delia,6/10/24,0.433333333,0.851388889,Jun 1-15 Cut Off,0.233333334
10032,Castro,John Rafael,6/10/24,0.425694444,0.874305556,Jun 1-15 Cut Off,0.240972223
10033,Martinez,Carlos Ian,6/10/24,0.343055556,0.736111111,Jun 1-15 Cut Off,0.323611111
10034,Santos,Beatriz,6/10/24,0.334027778,0.727777778,Jun 1-15 Cut Off,0.333333333
10001,Garcia,Manuel III,6/11/24,0.4375,0.870138889,Jun 1-15 Cut Off,0.229166667
10002,Lim,Antonio,6/11/24,0.413194444,0.825694444,Jun 1-15 Cut Off,0.253472223
10003,Aquino,Bianca Sofia,6/11/24,0.399305556,0.7125,Jun 1-15 Cut Off,0.267361111
10004,Reyes,Isabella,6/11/24,0.394444444,0.851388889,Jun 1-15 Cut Off,0.272222223
10005,Hernandez,Eduard,6/11/24,0.366666667,0.673611111,Jun 1-15 Cut Off,0.265277777
10006,Villanueva,Andrea Mae,6/11/24,0.393055556,0.782638889,Jun 1-15 Cut Off,0.273611111
10007,San Jose,Brad,6/11/24,0.3875,0.743055556,Jun 1-15 Cut Off,0.279166667
10008,Romualdez,Alice,6/11/24,0.339583333,0.740277778,Jun 1-15 Cut Off,0.333333333
10009,Atienza,Rosie,6/11/24,0.352777778,0.752083333,Jun 1-15 Cut Off,0.313888889
10010,Alvaro,Roderick,6/11/24,0.349305556,0.656944444,Jun 1-15 Cut Off,0.265972221
10011,Salcedo,Anthony,6/11/24,0.422916667,0.719444444,Jun 1-15 Cut Off,0.24375
10012,Lopez,Josie,6/11/24,0.424305556,0.784722222,Jun 1-15 Cut Off,0.242361111
10013,Farala,Martha,6/11/24,0.361111111,0.805555556,Jun 1-15 Cut Off,0.305555556
10014,Martinez,Leila,6/11/24,0.448611111,0.863888889,Jun 1-15 Cut Off,0.218055556
10015,Romualdez,Fredrick,6/11/24,0.36875,0.721527778,Jun 1-15 Cut Off,0.297916667
10016,Mata,Christian,6/11/24,0.381944444,0.684722222,Jun 1-15 Cut Off,0.261111111
10017,De Leon,Selena,6/11/24,0.407638889,0.79375,Jun 1-15 Cut Off,0.259027778
10018,San Jose,Allison,6/11/24,0.397222222,0.749305556,Jun 1-15 Cut Off,0.269444445
10019,Rosario,Cydney,6/11/24,0.409027778,0.815972222,Jun 1-15 Cut Off,0.257638889
10020,Bautista,Mark,6/11/24,0.415972222,0.745138889,Jun 1-15 Cut Off,0.250694445
10021,Lazaro,Darlene,6/11/24,0.397916667,0.785416667,Jun 1-15 Cut Off,0.26875
10022,Delos Santos,Kolby,6/11/24,0.394444444,0.772916667,Jun 1-15 Cut Off,0.272222223
10023,Santos,Vella,6/11/24,0.366666667,0.798611111,Jun 1-15 Cut Off,0.3
10024,Del Rosario,Tomas,6/11/24,0.409027778,0.747222222,Jun 1-15 Cut Off,0.257638889
10025,Tolentino,Jacklyn,6/11/24,0.347916667,0.741666667,Jun 1-15 Cut Off,0.31875
10026,Gutierrez,Percival,6/11/24,0.440972222,0.84375,Jun 1-15 Cut Off,0.225694445
10027,Manalaysay,Garfield,6/11/24,0.429166667,0.814583333,Jun 1-15 Cut Off,0.2375
10028,Villegas,Lizeth,6/11/24,0.372222222,0.757638889,Jun 1-15 Cut Off,0.294444445
10029,Ramos,Carol,6/11/24,0.404861111,0.807638889,Jun 1-15 Cut Off,0.261805556
10030,Maceda,Emelia,6/11/24,0.347222222,0.7625,Jun 1-15 Cut Off,0.319444445
10031,Aguilar,Delia,6/11/24,0.377777778,0.734722222,Jun 1-15 Cut Off,0.288888889
10032,Castro,John Rafael,6/11/24,0.382638889,0.744444444,Jun 1-15 Cut Off,0.284027778
10033,Martinez,Carlos Ian,6/11/24,0.427083333,0.847916667,Jun 1-15 Cut Off,0.239583334
10034,Santos,Beatriz,6/11/24,0.44375,0.740277778,Jun 1-15 Cut Off,0.222916667
10001,Garcia,Manuel III,6/12/24,0.359027778,0.767361111,Jun 1-15 Cut Off,0.307638889
10002,Lim,Antonio,6/12/24,0.377777778,0.763888889,Jun 1-15 Cut Off,0.288888889
10003,Aquino,Bianca Sofia,6/12/24,0.452083333,0.843055556,Jun 1-15 Cut Off,0.214583334
10004,Reyes,Isabella,6/12/24,0.383333333,0.705555556,Jun 1-15 Cut Off,0.280555556
10005,Hernandez,Eduard,6/12/24,0.423611111,0.773611111,Jun 1-15 Cut Off,0.243055556
10006,Villanueva,Andrea Mae,6/12/24,0.385416667,0.784027778,Jun 1-15 Cut Off,0.28125
10007,San Jose,Brad,6/12/24,0.375694444,0.676388889,Jun 1-15 Cut Off,0.259027778
10008,Romualdez,Alice,6/12/24,0.413194444,0.733333333,Jun 1-15 Cut Off,0.253472223
10009,Atienza,Rosie,6/12/24,0.435416667,0.834027778,Jun 1-15 Cut Off,0.23125
10010,Alvaro,Roderick,6/12/24,0.45,0.827777778,Jun 1-15 Cut Off,0.216666667
10011,Salcedo,Anthony,6/12/24,0.372916667,0.826388889,Jun 1-15 Cut Off,0.29375
10012,Lopez,Josie,6/12/24,0.447916667,0.797222222,Jun 1-15 Cut Off,0.21875
10013,Farala,Martha,6/12/24,0.398611111,0.801388889,Jun 1-15 Cut Off,0.268055556
10014,Martinez,Leila,6/12/24,0.379166667,0.786111111,Jun 1-15 Cut Off,0.2875
10015,Romualdez,Fredrick,6/12/24,0.370138889,0.716666667,Jun 1-15 Cut Off,0.296527778
10016,Mata,Christian,6/12/24,0.443055556,0.870138889,Jun 1-15 Cut Off,0.223611111
10017,De Leon,Selena,6/12/24,0.378472222,0.685416667,Jun 1-15 Cut Off,0.265277778
10018,San Jose,Allison,6/12/24,0.350694444,0.665972222,Jun 1-15 Cut Off,0.273611111
10019,Rosario,Cydney,6/12/24,0.422916667,0.776388889,Jun 1-15 Cut Off,0.24375
10020,Bautista,Mark,6/12/24,0.368055556,0.695833333,Jun 1-15 Cut Off,0.28611111
10021,Lazaro,Darlene,6/12/24,0.422916667,0.827777778,Jun 1-15 Cut Off,0.24375
10022,Delos Santos,Kolby,6/12/24,0.440972222,0.877777778,Jun 1-15 Cut Off,0.225694445
10023,Santos,Vella,6/12/24,0.453472222,0.873611111,Jun 1-15 Cut Off,0.213194445
10024,Del Rosario,Tomas,6/12/24,0.420138889,0.790972222,Jun 1-15 Cut Off,0.246527778
10025,Tolentino,Jacklyn,6/12/24,0.349305556,0.726388889,Jun 1-15 Cut Off,0.317361111
10026,Gutierrez,Percival,6/12/24,0.335416667,0.709722222,Jun 1-15 Cut Off,0.333333333
10027,Manalaysay,Garfield,6/12/24,0.385416667,0.70625,Jun 1-15 Cut Off,0.279166666
10028,Villegas,Lizeth,6/12/24,0.439583333,0.781944444,Jun 1-15 Cut Off,0.227083334
10029,Ramos,Carol,6/12/24,0.359027778,0.672222222,Jun 1-15 Cut Off,0.271527777
10030,Maceda,Emelia,6/12/24,0.347222222,0.670138889,Jun 1-15 Cut Off,0.28125
10031,Aguilar,Delia,6/12/24,0.4,0.844444444,Jun 1-15 Cut Off,0.266666667
10032,Castro,John Rafael,6/12/24,0.386111111,0.799305556,Jun 1-15 Cut Off,0.280555556
10033,Martinez,Carlos Ian,6/12/24,0.340972222,0.747916667,Jun 1-15 Cut Off,0.325694445
10034,Santos,Beatriz,6/12/24,0.372222222,0.775694444,Jun 1-15 Cut Off,0.294444445
